Name,Code,Code description,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Tilt angle,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,Device type,Device serial number,Author
57,,,551820.704,6824344.032,249.107,,9.97502229,61.54914710,249.107,Global,"5,1",0.013,0.013,0.014,0.018,1.895,m,FIX,RTK,2026-07-04 16:07:11.4 UTC+02:00,2026-07-04 16:07:11.4 UTC+02:00,1,1.5,1.7,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,6.785,CPOSRTCM32,ETRS89 / UTM zone 32N,5,6,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
58,,,551820.849,6824343.569,249.021,,9.97502490,61.54914293,249.021,Global,"2,7",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:07:16.0 UTC+02:00,2026-07-04 16:07:16.0 UTC+02:00,1,1.5,1.7,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,7.035,CPOSRTCM32,ETRS89 / UTM zone 32N,5,6,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
59,,,551820.913,6824342.816,248.903,,9.97502589,61.54913616,248.903,Global,"3,3",0.012,0.012,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:07:23.2 UTC+02:00,2026-07-04 16:07:23.2 UTC+02:00,1,1.5,1.7,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,7.766,CPOSRTCM32,ETRS89 / UTM zone 32N,5,6,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
60,,,551820.348,6824344.343,249.161,,9.97501568,61.54914994,249.161,Global,"5,9",0.012,0.012,0.014,0.017,1.895,m,FIX,RTK,2026-07-04 16:07:29.6 UTC+02:00,2026-07-04 16:07:29.6 UTC+02:00,1,1.5,1.7,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,6.665,CPOSRTCM32,ETRS89 / UTM zone 32N,5,6,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
61,,,551813.768,6824344.291,249.224,,9.97489189,61.54915036,249.224,Global,"7,2",0.013,0.013,0.014,0.018,1.895,m,FIX,RTK,2026-07-04 16:07:52.6 UTC+02:00,2026-07-04 16:07:52.6 UTC+02:00,1,1.5,1.7,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,11.475,CPOSRTCM32,ETRS89 / UTM zone 32N,5,6,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
62,,,551804.568,6824343.313,249.364,,9.97471855,61.54914282,249.364,Global,"5,4",0.012,0.012,0.017,0.017,1.895,m,FIX,RTK,2026-07-04 16:08:24.6 UTC+02:00,2026-07-04 16:08:24.6 UTC+02:00,1,1.5,1.7,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,20.160,CPOSRTCM32,ETRS89 / UTM zone 32N,5,6,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
63,,,551810.898,6824341.323,248.799,,9.97483706,61.54912410,248.799,Global,"2,8",0.012,0.012,0.013,0.017,1.895,m,FIX,RTK,2026-07-04 16:11:06.0 UTC+02:00,2026-07-04 16:11:06.0 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,15.538,CPOSRTCM32,ETRS89 / UTM zone 32N,5,6,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
64,,,551819.517,6824341.586,248.662,,9.97499928,61.54912530,248.662,Global,"5,9",0.012,0.012,0.016,0.018,1.895,m,FIX,RTK,2026-07-04 16:11:32.8 UTC+02:00,2026-07-04 16:11:32.8 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,9.580,CPOSRTCM32,ETRS89 / UTM zone 32N,5,6,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
65,,,551821.615,6824341.355,248.606,,9.97503868,61.54912294,248.606,Global,"5,0",0.012,0.012,0.013,0.018,1.895,m,FIX,RTK,2026-07-04 16:11:43.0 UTC+02:00,2026-07-04 16:11:43.0 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,8.961,CPOSRTCM32,ETRS89 / UTM zone 32N,5,6,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
66,,,551821.600,6824341.535,248.606,,9.97503844,61.54912457,248.606,Global,"7,5",0.012,0.012,0.014,0.018,1.895,m,FIX,RTK,2026-07-04 16:11:45.0 UTC+02:00,2026-07-04 16:11:45.0 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,8.888,CPOSRTCM32,ETRS89 / UTM zone 32N,4,6,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
67,,,551822.007,6824340.316,248.404,,9.97504576,61.54911357,248.404,Global,"7,4",0.012,0.012,0.014,0.017,1.895,m,FIX,RTK,2026-07-04 16:12:02.0 UTC+02:00,2026-07-04 16:12:02.0 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,10.071,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
68,,,551821.605,6824340.364,248.416,,9.97503821,61.54911406,248.416,Global,"6,5",0.012,0.012,0.014,0.017,1.895,m,FIX,RTK,2026-07-04 16:12:05.2 UTC+02:00,2026-07-04 16:12:05.2 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,10.036,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
69,,,551819.250,6824340.534,248.469,,9.97499395,61.54911589,248.469,Global,"5,2",0.012,0.012,0.013,0.017,1.895,m,FIX,RTK,2026-07-04 16:12:26.8 UTC+02:00,2026-07-04 16:12:26.8 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,10.630,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
70,,,551810.831,6824340.651,248.689,,9.97483562,61.54911808,248.689,Global,"4,3",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:12:52.0 UTC+02:00,2026-07-04 16:12:52.0 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,15.989,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
71,,,551810.034,6824338.465,248.371,,9.97481999,61.54909857,248.371,Global,"4,5",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:12:58.4 UTC+02:00,2026-07-04 16:12:58.4 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,17.725,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
72,,,551808.003,6824338.351,248.442,,9.97478177,61.54909782,248.442,Global,"3,2",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:13:07.4 UTC+02:00,2026-07-04 16:13:07.4 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,19.430,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,7,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
73,,,551806.938,6824340.512,248.823,,9.97476233,61.54911735,248.823,Global,"6,8",0.013,0.013,0.013,0.018,1.895,m,FIX,RTK,2026-07-04 16:13:13.2 UTC+02:00,2026-07-04 16:13:13.2 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,19.225,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
74,,,551807.824,6824339.029,248.588,,9.97477858,61.54910392,248.588,Global,"0,8",0.012,0.012,0.010,0.016,1.895,m,FIX,RTK,2026-07-04 16:13:21.8 UTC+02:00,2026-07-04 16:13:21.8 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,19.249,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
75,,,551807.178,6824338.844,248.574,,9.97476638,61.54910235,248.574,Global,"5,5",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:13:27.0 UTC+02:00,2026-07-04 16:13:27.0 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,19.804,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
76,,,551807.639,6824338.689,248.539,,9.97477500,61.54910089,248.539,Global,"2,4",0.012,0.012,0.014,0.017,1.895,m,FIX,RTK,2026-07-04 16:13:30.4 UTC+02:00,2026-07-04 16:13:30.4 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,19.560,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
77,,,551804.772,6824338.915,248.720,,9.97472114,61.54910331,248.720,Global,"4,5",0.012,0.012,0.014,0.017,1.895,m,FIX,RTK,2026-07-04 16:13:39.6 UTC+02:00,2026-07-04 16:13:39.6 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,21.762,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
78,,,551804.270,6824340.035,248.915,,9.97471201,61.54911343,248.915,Global,"3,7",0.013,0.013,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:13:44.0 UTC+02:00,2026-07-04 16:13:44.0 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,21.807,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
79,,,551800.952,6824340.086,249.083,,9.97464961,61.54911434,249.083,Global,"8,4",0.013,0.013,0.013,0.018,1.895,m,FIX,RTK,2026-07-04 16:13:53.6 UTC+02:00,2026-07-04 16:13:53.6 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,24.716,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
80,,,551800.997,6824339.265,248.958,,9.97465022,61.54910696,248.958,Global,"6,7",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:13:57.6 UTC+02:00,2026-07-04 16:13:57.6 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,24.982,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
81,,,551804.426,6824340.118,248.930,,9.97471497,61.54911416,248.930,Global,"6,3",0.013,0.013,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:14:12.4 UTC+02:00,2026-07-04 16:14:12.4 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,21.833,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
82,,,551801.548,6824339.713,249.009,,9.97466071,61.54911091,249.009,Global,"5,3",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:14:23.4 UTC+02:00,2026-07-04 16:14:23.4 UTC+02:00,1,1.6,1.9,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,24.344,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
83,,,551801.009,6824340.061,249.070,,9.97465068,61.54911410,249.070,Global,"8,8",0.013,0.013,0.013,0.019,1.895,m,FIX,RTK,2026-07-04 16:14:29.8 UTC+02:00,2026-07-04 16:14:29.8 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,24.809,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
84,,,551799.900,6824339.924,249.130,,9.97462978,61.54911302,249.130,Global,"7,2",0.012,0.012,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:14:35.4 UTC+02:00,2026-07-04 16:14:35.4 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,25.666,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
85,,,551799.400,6824339.919,249.140,,9.97462037,61.54911305,249.140,Global,"8,4",0.013,0.013,0.013,0.019,1.895,m,FIX,RTK,2026-07-04 16:14:38.6 UTC+02:00,2026-07-04 16:14:38.6 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,26.206,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
86,,,551799.625,6824340.421,249.216,,9.97462474,61.54911752,249.216,Global,"8,0",0.013,0.013,0.013,0.019,1.895,m,FIX,RTK,2026-07-04 16:14:44.6 UTC+02:00,2026-07-04 16:14:44.6 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,25.969,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
87,,,551798.779,6824339.128,249.090,,9.97460847,61.54910602,249.090,Global,"3,0",0.013,0.013,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:14:49.2 UTC+02:00,2026-07-04 16:14:49.2 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,27.043,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
88,,,551798.586,6824339.387,249.126,,9.97460490,61.54910838,249.126,Global,"6,9",0.013,0.013,0.013,0.018,1.895,m,FIX,RTK,2026-07-04 16:14:51.6 UTC+02:00,2026-07-04 16:14:51.6 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,27.103,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
89,,,551798.301,6824338.852,249.074,,9.97459938,61.54910361,249.074,Global,"4,5",0.014,0.014,0.015,0.020,1.895,m,FIX,RTK,2026-07-04 16:14:55.4 UTC+02:00,2026-07-04 16:14:55.4 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,27.580,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
90,,,551798.157,6824338.560,249.049,,9.97459659,61.54910101,249.049,Global,"4,1",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:14:58.6 UTC+02:00,2026-07-04 16:14:58.6 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,27.807,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
91,,,551797.715,6824339.220,249.169,,9.97458848,61.54910700,249.169,Global,"2,2",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:15:03.4 UTC+02:00,2026-07-04 16:15:03.4 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,28.043,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
92,,,551797.837,6824339.568,249.179,,9.97459086,61.54911011,249.179,Global,"1,0",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:15:07.0 UTC+02:00,2026-07-04 16:15:07.0 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,27.835,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
93,,,551797.865,6824340.032,249.263,,9.97459152,61.54911427,249.263,Global,"4,7",0.012,0.012,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:15:12.0 UTC+02:00,2026-07-04 16:15:12.0 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,27.538,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
94,,,551796.822,6824339.543,249.257,,9.97457176,61.54911001,249.257,Global,"5,2",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:15:22.0 UTC+02:00,2026-07-04 16:15:22.0 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,28.661,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
95,,,551796.974,6824338.722,249.149,,9.97457439,61.54910263,249.149,Global,"2,3",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:15:26.4 UTC+02:00,2026-07-04 16:15:26.4 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,28.933,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
96,,,551795.689,6824338.226,249.179,,9.97455008,61.54909835,249.179,Global,"0,9",0.012,0.012,0.011,0.016,1.895,m,FIX,RTK,2026-07-04 16:15:37.8 UTC+02:00,2026-07-04 16:15:37.8 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,30.299,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
97,,,551795.035,6824338.707,249.261,,9.97453791,61.54910275,249.261,Global,"2,5",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:15:41.2 UTC+02:00,2026-07-04 16:15:41.2 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,30.682,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
98,,,551794.485,6824338.608,249.273,,9.97452753,61.54910194,249.273,Global,"3,6",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:15:44.0 UTC+02:00,2026-07-04 16:15:44.0 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,31.214,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
99,,,551794.269,6824339.062,249.336,,9.97452359,61.54910604,249.336,Global,"1,0",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:15:46.6 UTC+02:00,2026-07-04 16:15:46.6 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,31.348,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
100,,,551793.787,6824338.425,249.326,,9.97451435,61.54910039,249.326,Global,"5,4",0.013,0.013,0.014,0.019,1.895,m,FIX,RTK,2026-07-04 16:15:50.4 UTC+02:00,2026-07-04 16:15:50.4 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,31.898,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
101,,,551793.026,6824339.176,249.459,,9.97450025,61.54910723,249.459,Global,"3,1",0.013,0.013,0.012,0.018,1.895,m,FIX,RTK,2026-07-04 16:15:56.2 UTC+02:00,2026-07-04 16:15:56.2 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,32.533,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
102,,,551793.948,6824336.639,249.120,,9.97451688,61.54908433,249.120,Global,"2,0",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:16:14.6 UTC+02:00,2026-07-04 16:16:14.6 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,32.563,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
103,,,551794.030,6824337.175,249.157,,9.97451857,61.54908913,249.157,Global,"3,4",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:16:20.4 UTC+02:00,2026-07-04 16:16:20.4 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,32.296,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
104,,,551794.306,6824337.376,249.163,,9.97452382,61.54909090,249.163,Global,"2,5",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:16:25.2 UTC+02:00,2026-07-04 16:16:25.2 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,32.015,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
105,,,551794.440,6824337.021,249.113,,9.97452624,61.54908769,249.113,Global,"4,2",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:16:35.8 UTC+02:00,2026-07-04 16:16:35.8 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,31.982,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
106,,,551793.754,6824337.813,249.272,,9.97451356,61.54909490,249.272,Global,"8,5",0.014,0.014,0.014,0.019,1.895,m,FIX,RTK,2026-07-04 16:16:40.4 UTC+02:00,2026-07-04 16:16:40.4 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,32.208,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
107,,,551794.486,6824337.806,249.202,,9.97452733,61.54909474,249.202,Global,"2,0",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:16:47.8 UTC+02:00,2026-07-04 16:16:47.8 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,31.587,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
108,,,551794.968,6824337.204,249.124,,9.97453622,61.54908927,249.124,Global,"2,2",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:16:52.8 UTC+02:00,2026-07-04 16:16:52.8 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,31.322,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
109,,,551795.403,6824336.841,249.048,,9.97454431,61.54908595,249.048,Global,"0,6",0.011,0.011,0.010,0.016,1.895,m,FIX,RTK,2026-07-04 16:16:56.4 UTC+02:00,2026-07-04 16:16:56.4 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,31.148,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
110,,,551795.313,6824337.941,249.181,,9.97454292,61.54909584,249.181,Global,"0,4",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:17:01.8 UTC+02:00,2026-07-04 16:17:01.8 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,30.797,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
111,,,551796.129,6824338.060,249.136,,9.97455830,61.54909679,249.136,Global,"3,7",0.012,0.012,0.012,0.017,1.895,m,FIX,RTK,2026-07-04 16:17:10.6 UTC+02:00,2026-07-04 16:17:10.6 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,30.032,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
112,,,551797.417,6824337.931,249.021,,9.97458249,61.54909547,249.021,Global,"0,9",0.012,0.012,0.011,0.017,1.895,m,FIX,RTK,2026-07-04 16:17:17.0 UTC+02:00,2026-07-04 16:17:17.0 UTC+02:00,1,1.5,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,28.861,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
113,,,551797.541,6824337.787,249.003,,9.97458479,61.54909416,249.003,Global,"1,2",0.012,0.012,0.011,0.016,1.895,m,FIX,RTK,2026-07-04 16:17:19.6 UTC+02:00,2026-07-04 16:17:19.6 UTC+02:00,1,1.6,1.8,551823.716,6824349.638,252.937,9.97508054,61.54919701,252.937,28.859,CPOSRTCM32,ETRS89 / UTM zone 32N,5,5,8,0,0,Reach RS4,824337343DD29B56,Edward Forbes e.r.forbes@icloud.com
